# scenario_id	status	covering_tests (semicolon-separated)
TRM-040	active	CrispyVibesUITests.UITestPlaceholder/testTerminalSessionDoubleClickTogglesExpandedOverlay
TRM-041	active	CrispyVibesUnitTests.TerminalViewModelTests/testRunShortcutInNewPermanentTerminalCreatesDedicatedTab; CrispyVibesUITests.TerminalInteractionUITests/testScopedShortcutNewPermanentTerminalCreatesDedicatedTabAndRunsCommand
TRM-042	active	CrispyVibesUnitTests.TerminalViewModelTests/testExecuteTerminalShortcutInTemporaryTerminalUsesDelegateWhenAvailable; CrispyVibesUnitTests.TerminalViewModelTests/testExecuteTerminalShortcutInTemporaryTerminalFallsBackToQueuedCommandWhenDelegateMissing; CrispyVibesUITests.TerminalInteractionUITests/testScopedShortcutTemporaryTerminalOpensSpotlightAndRunsCommand
TRM-043	active	CrispyVibesUnitTests.TerminalViewModelTests/testTerminalSessionQueuesCommandUntilRenderableOutputArrives
TRM-044	active	
TRM-045	active	CrispyVibesUnitTests.TerminalInteractiveTargetDetectorTests/testDetectsRelativeFilePathUsingCurrentDirectory; CrispyVibesUnitTests.TerminalInteractiveTargetDetectorTests/testGridReaderDetectsRelativeFileAtClickedColumn; CrispyVibesUnitTests.ContentViewerStoreTests/testResolveFileSystemTargetFromTerminalPreviewsVibeSpaceFilesWithLineAndColumn; CrispyVibesUnitTests.MarkdownViewModelTests/testOpenFileInTabRegistersPendingSourceSelection; CrispyVibesUnitTests.MarkdownViewModelTests/testOpenFileInTabUpdatesPendingSourceSelectionForExistingTab
TRM-046	active	CrispyVibesUnitTests.ContentViewerStoreTests/testResolveFileSystemTargetFromTerminalRevealsDirectoriesInFinder
TRM-047	active	
TRM-048	active	
TRM-049	active	CrispyVibesUnitTests.TerminalViewModelTests/testRunShortcutCreatesTerminalWhenNoTabsExist
TRM-050	active	CrispyVibesUnitTests.AppShellStoreShortcutRoutingTests/testPresentVibeSpaceSettingsForActiveVibeSpaceCanOpenShortcutsCategory
TRM-051	active	CrispyVibesUnitTests.VibeSpaceManagementServiceTests/testPersistencePlanBucketsRowsByCurrentTarget; CrispyVibesUnitTests.VibeSpaceManagementServiceTests/testPersistencePlanDropsRemovedProjectRows
TRM-052	active	
TRM-053	active	
TRM-054	active	
TRM-055	active	
TRM-056	active	CrispyVibesUnitTests.RemoteProjectSessionTests/testInitRestoresPersistedRemoteTerminalEntriesFromRemoteIdentifier; CrispyVibesUnitTests.RemoteProjectSessionTests/testInitSeedsStableRemoteTmuxSessionAndPersistsItWhenNoEntriesExist; CrispyVibesUnitTests.RemoteProjectSessionTests/testMakeSSHLaunchInvocationPrefersTmuxWhenSessionNameExistsBeforeProbeCompletes
TRM-057	active	CrispyVibesUnitTests.RemoteProjectSessionTests/testReconnectRestartPlanRestartsAllTabsAndPreservesActiveSelection; CrispyVibesUnitTests.RemoteProjectSessionTests/testConnectionTransitionDecisionLatchesReconnectAcrossConnectingState; CrispyVibesUnitTests.RemoteProjectSessionTests/testConnectionTransitionDecisionTreatsFailedStateAsReconnectBoundary
TRM-058	active	
TRM-059	active	
TRM-060	active	
TRM-061	active	
TXT-001	active	CrispyVibesUnitTests.DiagnosticsTests/testAppDelegateRegistersServicesOnLaunchCallbacks
TXT-002	active	CrispyVibesUnitTests.TextProcessorServiceTests/testInfoPlistRegistersTextServicesAndPortName
TXT-003	active	CrispyVibesUnitTests.TextProcessorServiceTests/testInfoPlistRegistersTextServicesAndPortName
TXT-004	active	CrispyVibesUnitTests.TextProcessorServiceTests/testRephraseMissingInputSetsErrorMessage
TXT-005	active	CrispyVibesUnitTests.TextProcessorServiceTests/testRephraseUsesConfiguredAgentAndWritesResponse
TXT-006	active	CrispyVibesUnitTests.TextProcessorServiceTests/testResearchCommandFailurePropagatesExitCodeAndDetails; CrispyVibesUnitTests.TextProcessorServiceTests/testResearchEmptyResponseReportsFriendlyError
TXT-007	active	CrispyVibesUnitTests.TextProcessorServiceTests/testRephraseUsesConfiguredAgentAndWritesResponse; CrispyVibesUnitTests.TextProcessorServiceTests/testRephraseUsesConfiguredCLICommandFromAppSettings; CrispyVibesUnitTests.TextProcessorServiceTests/testRephraseAllowsEmptyCLIArgumentsWithoutFallingBackToDefaults
TXT-008	active	CrispyVibesUnitTests.TextProcessorServiceTests/testRephraseUsesConfiguredAgentAndWritesResponse; CrispyVibesUnitTests.TextProcessorServiceTests/testRephraseFallsBackToDefaultAgentWhenNotConfigured; CrispyVibesUnitTests.TextProcessorServiceTests/testRephraseFallsBackToUserDefaultsAgentWhenEnvironmentMissing; CrispyVibesUnitTests.TextProcessorServiceTests/testRephraseCanDisableAgentFlagForAlternativeCLIs
TXT-009	active	CrispyVibesUnitTests.TextProcessorServiceTests/testRephraseRetriesWithoutAgentWhenPreferredAgentFails
TXT-010	active	
TXT-011	active	CrispyVibesUnitTests.TextProcessorServiceTests/testRephraseUsesConfiguredAgentAndWritesResponse
TXT-012	active	CrispyVibesUnitTests.TextProcessorServiceTests/testRephraseUsesConfiguredAgentAndWritesResponse
TXT-013	active	CrispyVibesUnitTests.TextProcessorServiceTests/testRephraseUsesConfiguredAgentAndWritesResponse
TXT-014	active	CrispyVibesUnitTests.TextProcessorServiceTests/testResearchCommandFailurePropagatesExitCodeAndDetails; CrispyVibesUnitTests.TextProcessorServiceTests/testResearchEmptyResponseReportsFriendlyError
TXT-015	active	CrispyVibesUnitTests.TextProcessorServiceTests/testRephrasePromptTemplateSupportsPlaceholder
WRK-001	active	CrispyVibesIntegrationTests.VibeSpacePersistenceIntegrationTests/testWorkerEditorFlowForVibeSpaceFile
WRK-002	active	
WRK-003	active	
WRK-004	active	CrispyVibesUnitTests.PaneWorkerExecutorTests/testPaneWorkerStatusHelpersProvideUserFacingStates
WRK-005	active	CrispyVibesUnitTests.PaneWorkerExecutorTests/testListTreeSortsAndIncludesHiddenItems; CrispyVibesIntegrationTests.VibeSpaceBehavioralTests/testExplorerBehavioralPropertyShowsHiddenAndMarksIgnoredEntries
WRK-006	active	CrispyVibesUnitTests.PaneWorkerExecutorTests/testExplorerCreateRenameDeleteWorkflow
WRK-007	active	CrispyVibesUnitTests.PaneWorkerExecutorTests/testExplorerCreateRenameDeleteWorkflow
WRK-008	active	CrispyVibesUnitTests.PaneWorkerExecutorTests/testExplorerCreateRenameDeleteWorkflow
WRK-009	active	CrispyVibesUnitTests.PaneWorkerExecutorTests/testExplorerCreateRenameDeleteWorkflow
WRK-010	active	CrispyVibesUnitTests.PaneWorkerExecutorTests/testGitStatusForNonRepository
WRK-011	active	CrispyVibesUnitTests.PaneWorkerExecutorTests/testGitStatusForNonRepository
WRK-012	active	CrispyVibesUnitTests.PaneWorkerExecutorTests/testGitStatusForRepositoryIncludesEntries; CrispyVibesUnitTests.PaneWorkerExecutorTests/testGitStatusParserPropertyRetainsStatusAndPathSignals
WRK-013	active	CrispyVibesUnitTests.PaneWorkerExecutorTests/testGitStatusForRepositoryIncludesEntries
WRK-014	active	CrispyVibesUnitTests.PaneWorkerExecutorTests/testEditorWriteThenReadRoundTrip; CrispyVibesIntegrationTests.VibeSpacePersistenceIntegrationTests/testWorkerEditorFlowForVibeSpaceFile
WRK-015	active	CrispyVibesUnitTests.PaneWorkerExecutorTests/testEditorWriteThenReadRoundTrip; CrispyVibesIntegrationTests.VibeSpacePersistenceIntegrationTests/testWorkerEditorFlowForVibeSpaceFile
WRK-016	active	CrispyVibesUnitTests.PaneWorkerExecutorTests/testPingForAllWorkerKindsReturnsValue
WRK-017	active	CrispyVibesUnitTests.PaneWorkerExecutorTests/testPingForAllWorkerKindsReturnsValue
WRK-018	active	CrispyVibesUnitTests.PaneWorkerExecutorTests/testUnsupportedMethodsAndMissingArgumentsReturnFailures
WRK-019	active	CrispyVibesUnitTests.PaneWorkerExecutorTests/testExplorerMoveItemMovesFileBetweenDirectories
WRK-020	active	CrispyVibesUnitTests.PaneWorkerExecutorTests/testGitDiffReturnsTextForChangedFile
WRK-021	active	CrispyVibesUnitTests.PaneWorkerExecutorTests/testGitBranchPayloadAndCheckoutFlow
WRK-022	active	CrispyVibesUnitTests.PaneWorkerExecutorTests/testGitStageAndUnstagePropertyRoundTripAcrossRandomFiles
WRK-023	active	CrispyVibesUnitTests.PaneWorkerExecutorTests/testGitStageAndUnstagePropertyRoundTripAcrossRandomFiles
WRK-024	active	CrispyVibesIntegrationTests.VibeSpaceBehavioralTests/testGitWorkflowBehavioralPropertyForStageCommitPushAndHistory
WRK-025	active	CrispyVibesIntegrationTests.VibeSpaceBehavioralTests/testGitWorkflowBehavioralPropertyForStageCommitPushAndHistory
WRK-026	active	CrispyVibesIntegrationTests.VibeSpaceBehavioralTests/testGitWorkflowBehavioralPropertyForStageCommitPushAndHistory
WRK-027	active	CrispyVibesUnitTests.PaneWorkerExecutorTests/testGitBranchPayloadAndCheckoutFlow; CrispyVibesIntegrationTests.VibeSpaceBehavioralTests/testGitWorkflowBehavioralPropertyForStageCommitPushAndHistory
WRK-028	active	CrispyVibesUnitTests.PaneWorkerExecutorTests/testGitHistoryParserPropertyPreservesGeneratedEntries; CrispyVibesIntegrationTests.VibeSpaceBehavioralTests/testGitWorkflowBehavioralPropertyForStageCommitPushAndHistory
WRK-029	active	CrispyVibesUnitTests.PaneWorkerExecutorTests/testGitHistoryParserPropertyPreservesGeneratedEntries; CrispyVibesIntegrationTests.VibeSpaceBehavioralTests/testGitWorkflowBehavioralPropertyForStageCommitPushAndHistory
WRK-030	active	
WRK-031	active	CrispyVibesUnitTests.MarkdownViewModelTests/testRemoteImageOpenMaterializesLocalPreviewFile; CrispyVibesUnitTests.MarkdownViewModelTests/testRemoteImageSaveWritesBackThroughProviderAndUpdatesStagedFile; CrispyVibesUnitTests.MarkdownViewModelTests/testRemotePDFOpenMaterializesLocalPreviewFile
DCK-001	active	
DCK-002	active	
DCK-003	active	
DCK-004	active	
DCK-005	active	
DCK-006	active	
DCK-007	active	CrispyVibesUITests.BrowserUITests/testTerminalBoardBrowserSpotlightCanBePinnedToDock
DCK-008	active	
DCK-009	active	
DCK-009a	active	
DCK-010	active	
DCK-011	active	CrispyVibesUITests.BrowserUITests/testDetailedBrowserPersistsAcrossRelaunch
DCK-012	active	
DCK-013	active	
DCK-014	active	
DCK-015	active	
DCK-015a	active	
DCK-015b	active	
DCK-016	active	
DCK-017	active	
DCK-018	active	
TMUX-001	active	
TMUX-002	active	
TMUX-003	active	
TMUX-004	active	
TMUX-005	active	
TMUX-006	active	
TMUX-007	active	
TMUX-008	active	
TMUX-009	active	
TMUX-010	active	
TMUX-011	active	
TMUX-012	active	
TMUX-013	active	
TMUX-014	active	
TMUX-015	active	
TMUX-016	active	
TMUX-017	active	
TMUX-018	active	
TMUX-019	active	
TMUX-020	active	
TMUX-021	active	
TMUX-022	active	
TMUX-023	active	
TMUX-024	active	
TMUX-025	active	
TMUX-026	active	
TMUX-027	active	
TMUX-028	active	
TMUX-029	active	CrispyVibesUnitTests.VibeSpaceSidebarSessionBrowserTests/testParseFallbackRemoteSessionsReturnsVisibleRemoteSessions; CrispyVibesUnitTests.VibeSpaceSidebarSessionBrowserTests/testParseDetailedRemoteSessionsReturnsRichRemoteMetadata
TMUX-030	active	CrispyVibesUnitTests.VibeSpaceSidebarSessionBrowserTests/testResolveDisplayTitlePrefersMatchingTabTitle; CrispyVibesUnitTests.VibeSpaceSidebarSessionBrowserTests/testResolveDisplayTitleUsesOwningProjectForCrispyVibesSessionWithoutMatchingTab; CrispyVibesUnitTests.VibeSpaceSidebarSessionBrowserTests/testResolveDisplayTitleUsesGenericProjectTerminalForUnownedCrispyVibesSession; CrispyVibesUnitTests.VibeSpaceSidebarSessionBrowserTests/testResolveDisplayTitleDoesNotBorrowProjectNameForNonCrispyVibesSession
TMUX-031	active	
TMUX-032	active	
TMUX-033	active	CrispyVibesUnitTests.RemoteProjectSessionTests/testInitRestoresPersistedRemoteTerminalEntriesFromRemoteIdentifier; CrispyVibesUnitTests.RemoteProjectSessionTests/testInitSeedsStableRemoteTmuxSessionAndPersistsItWhenNoEntriesExist; CrispyVibesUnitTests.TerminalViewModelTests/testCreateTabLetsSessionConfiguratorSetTmuxNameBeforeDefaultGeneration
TMUX-034	active	CrispyVibesUnitTests.RemoteProjectSessionTests/testReconnectRestartPlanRestartsAllTabsAndPreservesActiveSelection; CrispyVibesUnitTests.RemoteProjectSessionTests/testConnectionTransitionDecisionLatchesReconnectAcrossConnectingState; CrispyVibesUnitTests.RemoteProjectSessionTests/testConnectionTransitionDecisionTreatsFailedStateAsReconnectBoundary
